"Stn Name","CIMIS Region","Date","Hour","Jul","ETo (in)","qc","Precip (in)","Solar","Vap Pres (mBars)","T_out","RTP","Air Temp (F)","qc","Rel Hum (%)","qc","Dew Point (F)","qc","Wind Speed (mph)","qc","Wind Dir (0-360)","qc","Soil Temp (F)","qc"
"Pomona","Los Angeles Basin","1/1/2020",1800,1,0," ",0,2,9.2,14.9444444444444,0.037383664,58.9," ",54," ",42.4," ",2.2," ",244," ",50," "
"Pomona","Los Angeles Basin","1/1/2020",1900,1,0," ",0,0,11.3,13.6666666666667,0.037027228,56.6," ",72," ",47.8," ",3.1," ",230," ",50.1," "
"Pomona","Los Angeles Basin","1/1/2020",2000,1,0," ",0,0,11.2,11.6111111111111,0.036579584,52.9," ",82," ",47.5," ",2," ",281," ",50.3," "
"Pomona","Los Angeles Basin","1/1/2020",2100,1,0," ",0,0,10.3,9.44444444444445,0.036414008,49," ",87," ",45.4," ",2," ",343," ",50.3," "
"Pomona","Los Angeles Basin","1/1/2020",2200,1,0," ",0.02,0,10,8.38888888888889,0.0341545,47.1," ",90," ",44.4," ",2," ",133," ",50.4," "
"Pomona","Los Angeles Basin","1/1/2020",2300,1,0," ",0.02,0,10,8.16666666666667,0.030889866,46.7," ",92," ",44.6," ",2.2," ",44," ",50.4," "
"Pomona","Los Angeles Basin","1/1/2020",2400,1,0," ",0,0,9.4,7,0.029664076,44.6," ",94," ",43," ",1.8," ",31," ",50.4," "
"Pomona","Los Angeles Basin","1/2/2020",100,2,0," ",0,0,9,6.05555555555555,0.028393174,42.9," ",96," ",41.7," ",1.6," ",79," ",50.4," "
"Pomona","Los Angeles Basin","1/2/2020",200,2,0," ",0,0,8.7,5.38888888888889,0.029053248,41.7," ",97," ",40.9," ",1.5," ",28," ",50.3," "
"Pomona","Los Angeles Basin","1/2/2020",300,2,0," ",0,0,9.1,6.33333333333333,0.026893288,43.4," ",95," ",42.2," ",2.5," ",0," ",50.3," "
"Pomona","Los Angeles Basin","1/2/2020",400,2,0," ",0,0,8.4,5.16666666666667,0.028718156,41.3," ",95," ",40.1," ",1.6," ",10," ",50.2," "
"Pomona","Los Angeles Basin","1/2/2020",500,2,0," ",0,0,8.7,5.38888888888889,0.028802014,41.7," ",97," ",40.8," ",2.2," ",335," ",50.1," "
"Pomona","Los Angeles Basin","1/2/2020",600,2,0," ",0,0,8.2,4.44444444444445,0.034456778,40," ",97," ",39.3," ",1.5," ",27," ",50.1," "
"Pomona","Los Angeles Basin","1/2/2020",700,2,0," ",0,2,8.6,5.05555555555556,0.04031959,41.1," ",98," ",40.5," ",2.3," ",18," ",50," "
"Pomona","Los Angeles Basin","1/2/2020",800,2,0," ",0,150,9.3,6.72222222222222,0.040503912,44.1," ",95," ",42.7," ",4.8," ",40," ",49.9," "
"Pomona","Los Angeles Basin","1/2/2020",900,2,0," ",0,498,10,8.72222222222222,0.036190538,47.7," ",89," ",44.6," ",4.2," ",57," ",49.8," "
"Pomona","Los Angeles Basin","1/2/2020",1000,2,0.01," ",0,752,10.2,10.5555555555556,0.027829078,51," ",80," ",45," ",5.3," ",79," ",49.7," "
"Pomona","Los Angeles Basin","1/2/2020",1100,2,0.01," ",0,1006,10.8,13.8888888888889,0.026602122,57," ",68," ",46.7," ",2.7," ",65," ",49.6," "
"Pomona","Los Angeles Basin","1/2/2020",1200,2,0.01," ",0,1150,10.5,16.6666666666667,0.023362616,62," ",56," ",45.9," ",4.5," ",315," ",49.6," "
"Pomona","Los Angeles Basin","1/2/2020",1300,2,0.01," ",0,1165,10.7,17.6666666666667,0.023831726,63.8," ",53," ",46.2," ",5," ",297," ",49.5," "
"Pomona","Los Angeles Basin","1/2/2020",1400,2,0.01," ",0,966,9.9,19.1666666666667,0.02411715,66.5," ",45," ",44.4," ",2.5," ",245," ",49.5," "
"Pomona","Los Angeles Basin","1/2/2020",1500,2,0.01," ",0,595,10.2,19.1666666666667,0.026720428,66.5," ",46," ",45," ",3.1," ",239," ",49.6," "
"Pomona","Los Angeles Basin","1/2/2020",1600,2,0," ",0,311,9.4,18.0555555555556,0.032421104,64.5," ",45," ",42.8," ",3.6," ",292," ",49.7," "
"Pomona","Los Angeles Basin","1/2/2020",1700,2,0," ",0,67,9.3,16.4444444444444,0.041717124,61.6," ",50," ",42.7," ",2.4," ",224," ",49.8," "
"Pomona","Los Angeles Basin","1/2/2020",1800,2,0," ",0,2,9.7,12.8333333333333,0.063848234,55.1," ",66," ",43.8," ",1.3," ",359," ",50," "
"Pomona","Los Angeles Basin","1/2/2020",1900,2,0," ",0,0,9.8,10.2777777777778,0.04635961,50.5," ",79," ",44.1," ",1.2," ",24," ",50.1," "
"Pomona","Los Angeles Basin","1/2/2020",2000,2,0," ",0,0,9.7,9,0.043452084,48.2," ",84," ",43.7," ",1.3," ",22," ",50.2," "
"Pomona","Los Angeles Basin","1/2/2020",2100,2,0," ",0,0,9.5,8.22222222222222,0.040396616,46.8," ",87," ",43.3," ",1.7," ",8," ",50.3," "
"Pomona","Los Angeles Basin","1/2/2020",2200,2,0," ",0,0,9.6,8.11111111111111,0.039274074,46.6," ",89," ",43.5," ",1.4," ",78," ",50.3," "
"Pomona","Los Angeles Basin","1/2/2020",2300,2,0," ",0,0,9.2,7.44444444444445,0.036152092,45.4," ",90," ",42.5," ",1.6," ",39," ",50.3," "
"Pomona","Los Angeles Basin","1/2/2020",2400,2,0," ",0,0,9.1,6.88888888888889,0.033660696,44.4," ",92," ",42.2," ",1.3," ",28," ",50.3," "
"Pomona","Los Angeles Basin","1/3/2020",100,3,0," ",0,0,8.8,6.83333333333333,0.029840206,44.3," ",89," ",41.1," ",1.9," ",40," ",50.2," "
"Pomona","Los Angeles Basin","1/3/2020",200,3,0," ",0,0,8.3,7.11111111111111,0.029201186,44.8," ",82," ",39.8," ",2.2," ",11," ",50.2," "
"Pomona","Los Angeles Basin","1/3/2020",300,3,0," ",0,0,8.7,8.38888888888889,0.028650076,47.1," ",79," ",40.8," ",2.6," ",14," ",50," "
"Pomona","Los Angeles Basin","1/3/2020",400,3,0," ",0,0,7.7,8,0.028884898,46.4," ",72," ",37.9," ",3.5," ",3," ",49.8," "
"Pomona","Los Angeles Basin","1/3/2020",500,3,0," ",0,0,7.5,8.5,0.029469016,47.3," ",67," ",37," ",3.3," ",4," ",49.8," "
"Pomona","Los Angeles Basin","1/3/2020",600,3,0," ",0,0,7,9.77777777777778,0.031436268,49.6," ",58," ",35.4," ",3.5," ",5," ",49.8," "
"Pomona","Los Angeles Basin","1/3/2020",700,3,0," ",0,2,6.9,9.44444444444445,0.03885739,49," ",58," ",35.1," ",4.4," ",24," ",49.9," "
"Pomona","Los Angeles Basin","1/3/2020",800,3,0," ",0,95,7,9.66666666666667,0.037050796,49.4," ",58," ",35.3," ",3.9," ",20," ",49.9," "
"Pomona","Los Angeles Basin","1/3/2020",900,3,0," ",0,464,7.6,12.8888888888889,0.029719808,55.2," ",51," ",37.5," ",2.4," ",21," ",50," "
"Pomona","Los Angeles Basin","1/3/2020",1000,3,0.01," ",0,763,7.4,15.9444444444444,0.026508022,60.7," ",41," ",36.7," ",4.3," ",48," ",49.9," "
"Pomona","Los Angeles Basin","1/3/2020",1100,3,0.01," ",0,997,7.6,18.7222222222222,0.024955146,65.7," ",35," ",37.3," ",3.7," ",78," ",49.9," "
"Pomona","Los Angeles Basin","1/3/2020",1200,3,0.01," ",0,1078,7.5,20.7777777777778,0.020635876,69.4," ",31," ",37.1," ",2.2," ",113," ",49.9," "
"Pomona","Los Angeles Basin","1/3/2020",1300,3,0.01," ",0,1141,8.8,21.4444444444444,0.019053472,70.6," ",34," ",41.1," ",4," ",224," ",50," "
"Pomona","Los Angeles Basin","1/3/2020",1400,3,0.01," ",0,1034,8.6,21.9444444444444,0.019168032,71.5," ",33," ",40.6," ",4.1," ",226," ",50," "
"Pomona","Los Angeles Basin","1/3/2020",1500,3,0.01," ",0,834,8.8,22,0.024248488,71.6," ",33," ",41.1," ",4.2," ",225," ",50.1," "
"Pomona","Los Angeles Basin","1/3/2020",1600,3,0," ",0,447,9.3,21.2777777777778,0.029521856,70.3," ",37," ",42.7," ",3.8," ",217," ",50.3," "
"Pomona","Los Angeles Basin","1/3/2020",1700,3,0," ",0,144,8.8,19.6666666666667,0.038481252,67.4," ",39," ",41.3," ",2.5," ",233," ",50.4," "
"Pomona","Los Angeles Basin","1/3/2020",1800,3,0,"R",0,2,9.6,14.1666666666667,0.049155206,57.5," ",59," ",43.5," ",1,"I",302," ",50.6," "
"Pomona","Los Angeles Basin","1/3/2020",1900,3,0,"R",0,0,9.8,11.7222222222222,0.041116152,53.1," ",71," ",44," ",1,"I",21," ",50.7," "
"Pomona","Los Angeles Basin","1/3/2020",2000,3,0,"R",0,0,9.7,10.3888888888889,0.037989616,50.7," ",77," ",43.8," ",1,"I",30," ",50.9," "
"Pomona","Los Angeles Basin","1/3/2020",2100,3,0,"R",0,0,9.7,9.44444444444445,0.036707444,49," ",82," ",43.7," ",1,"I",4," ",50.9," "
"Pomona","Los Angeles Basin","1/3/2020",2200,3,0,"R",0,0,9.8,9,0.034979708,48.2," ",85," ",44," ",1,"I",9," ",51," "
"Pomona","Los Angeles Basin","1/3/2020",2300,3,0," ",0.03,0,9.9,8.77777777777778,0.032381458,47.8," ",88," ",44.4," ",1.2," ",10," ",51," "
"Pomona","Los Angeles Basin","1/3/2020",2400,3,0," ",0,0,9.1,8.33333333333333,0.030397432,47," ",83," ",42.1," ",1.6," ",13," ",51," "
"Pomona","Los Angeles Basin","1/4/2020",100,4,0," ",0,0,8.7,7.83333333333333,0.032381636,46.1," ",82," ",40.9," ",2.4," ",11," ",50.9," "
"Pomona","Los Angeles Basin","1/4/2020",200,4,0," ",0,0,8.3,10.1666666666667,0.030738936,50.3," ",67," ",39.7," ",3.2," ",16," ",50.9," "
"Pomona","Los Angeles Basin","1/4/2020",300,4,0," ",0,0,8.2,8.33333333333333,0.030745932,47," ",75," ",39.5," ",1.3," ",69," ",50.8," "
"Pomona","Los Angeles Basin","1/4/2020",400,4,0," ",0,0,8.2,6.5,0.030775436,43.7," ",85," ",39.5," ",1.7," ",22," ",50.7," "
"Pomona","Los Angeles Basin","1/4/2020",500,4,0," ",0,0,8.7,8.27777777777778,0.030755144,46.9," ",80," ",41," ",2.8," ",10," ",50.6," "
"Pomona","Los Angeles Basin","1/4/2020",600,4,0," ",0,0,8.4,8.27777777777778,0.032301912,46.9," ",77," ",40.1," ",3.6," ",32," ",50.5," "
"Pomona","Los Angeles Basin","1/4/2020",700,4,0," ",0,1,8.2,7.88888888888889,0.036107846,46.2," ",77," ",39.5," ",2.6," ",10," ",50.4," "
"Pomona","Los Angeles Basin","1/4/2020",800,4,0," ",0,114,8.1,6.5,0.032110442,43.7," ",84," ",39.2," ",1.3," ",77," ",50.3," "
"Pomona","Los Angeles Basin","1/4/2020",900,4,0," ",0,466,9,10.5555555555556,0.027589008,51," ",71," ",41.9," ",3.8," ",31," ",50.2," "
"Pomona","Los Angeles Basin","1/4/2020",1000,4,0.01," ",0,786,8.6,13.3333333333333,0.021969196,56," ",56," ",40.7," ",5," ",63," ",50.1," "
"Pomona","Los Angeles Basin","1/4/2020",1100,4,0.01," ",0,1087,8.9,15.3888888888889,0.017399254,59.7," ",51," ",41.4," ",4.2," ",80," ",50," "
"Pomona","Los Angeles Basin","1/4/2020",1200,4,0.01," ",0,1208,8.5,18.2777777777778,0.014758998,64.9," ",41," ",40.4," ",2.5," ",49," ",50," "
"Pomona","Los Angeles Basin","1/4/2020",1300,4,0.01," ",0,1184,8.9,20.2222222222222,0.014200198,68.4," ",38," ",41.5," ",2.4," ",202," ",49.9," "
"Pomona","Los Angeles Basin","1/4/2020",1400,4,0.01," ",0,1073,9.2,20.7222222222222,0.013610192,69.3," ",38," ",42.5," ",3.4," ",198," ",50," "
"Pomona","Los Angeles Basin","1/4/2020",1500,4,0.01," ",0,843,8.9,20.3333333333333,0.018728156,68.6," ",37," ",41.4," ",4.7," ",302," ",50.1," "
"Pomona","Los Angeles Basin","1/4/2020",1600,4,0.01," ",0,463,8.7,19.5555555555556,0.028207288,67.2," ",38," ",40.9," ",4.6," ",295," ",50.2," "
"Pomona","Los Angeles Basin","1/4/2020",1700,4,0," ",0,86,8.3,17.5555555555556,0.035326984,63.6," ",41," ",39.7," ",2.5," ",291," ",50.3," "
"Pomona","Los Angeles Basin","1/4/2020",1800,4,0," ",0,1,9.2,13.3888888888889,0.038513614,56.1," ",60," ",42.3," ",1," ",67," ",50.5," "
"Pomona","Los Angeles Basin","1/4/2020",1900,4,0," ",0,0,9.8,11.5555555555556,0.038793366,52.8," ",72," ",44," ",1.2," ",333," ",50.6," "
"Pomona","Los Angeles Basin","1/4/2020",2000,4,0," ",0,0,10.2,10.3333333333333,0.038270144,50.6," ",81," ",45," ",1.2," ",14," ",50.8," "
"Pomona","Los Angeles Basin","1/4/2020",2100,4,0," ",0,0,10.2,9.05555555555555,0.037032992,48.3," ",88," ",45," ",1.1," ",38," ",50.8," "
"Pomona","Los Angeles Basin","1/4/2020",2200,4,0,"R",0,0,9.9,8.16666666666667,0.036572902,46.7," ",92," ",44.3," ",1,"I",31," ",50.9," "
"Pomona","Los Angeles Basin","1/4/2020",2300,4,0," ",0,0,9.8,8.05555555555556,0.033320778,46.5," ",91," ",44," ",1.9," ",4," ",50.8," "
"Pomona","Los Angeles Basin","1/4/2020",2400,4,0," ",0,0,9.3,8.44444444444445,0.032316514,47.2," ",84," ",42.6," ",1.7," ",6," ",50.8," "
"Pomona","Los Angeles Basin","1/5/2020",100,5,0," ",0,0,9.1,8.33333333333333,0.033176306,47," ",83," ",42," ",2.5," ",353," ",50.8," "
"Pomona","Los Angeles Basin","1/5/2020",200,5,0," ",0,0,8.8,7.88888888888889,0.030724228,46.2," ",82," ",41.1," ",2.4," ",356," ",50.7," "
"Pomona","Los Angeles Basin","1/5/2020",300,5,0," ",0,0,8.9,7.72222222222222,0.030627386,45.9," ",85," ",41.6," ",3.1," ",7," ",50.5," "
"Pomona","Los Angeles Basin","1/5/2020",400,5,0," ",0,0,8.7,8.88888888888889,0.029677436,48," ",76," ",40.8," ",2.5," ",7," ",50.3," "
"Pomona","Los Angeles Basin","1/5/2020",500,5,0," ",0,0,8.5,8.66666666666667,0.029587094,47.6," ",76," ",40.4," ",3.4," ",16," ",50.2," "
"Pomona","Los Angeles Basin","1/5/2020",600,5,0," ",0,0,8.5,8.05555555555556,0.030309248,46.5," ",79," ",40.4," ",3.7," ",20," ",50.3," "
"Pomona","Los Angeles Basin","1/5/2020",700,5,0," ",0,4,8.3,8,0.032890436,46.4," ",77," ",39.7," ",4.2," ",27," ",50.3," "
"Pomona","Los Angeles Basin","1/5/2020",800,5,0," ",0,170,8.6,8.22222222222222,0.031063378,46.8," ",79," ",40.6," ",3.9," ",24," ",50.3," "
"Pomona","Los Angeles Basin","1/5/2020",900,5,0," ",0,458,8.8,10.1666666666667,0.027452868,50.3," ",71," ",41.1," ",4.6," ",34," ",50.3," "
"Pomona","Los Angeles Basin","1/5/2020",1000,5,0.01," ",0,844,8.8,13.2222222222222,0.020794394,55.8," ",58," ",41.3," ",4.3," ",53," ",50.2," "
"Pomona","Los Angeles Basin","1/5/2020",1100,5,0.01," ",0,1082,8.6,16.1111111111111,0.014449012,61," ",47," ",40.6," ",4.1," ",89," ",50.2," "
"Pomona","Los Angeles Basin","1/5/2020",1200,5,0.01," ",0,1229,8.4,18.5,0.01371635,65.3," ",40," ",40.2," ",2.8," ",34," ",50.2," "
"Pomona","Los Angeles Basin","1/5/2020",1300,5,0.01," ",0,1238,7.8,20.2777777777778,0.012950836,68.5," ",33," ",38.3," ",1.9," ",226," ",50.2," "
"Pomona","Los Angeles Basin","1/5/2020",1400,5,0.01," ",0,1076,8.1,21.1666666666667,0.01233625,70.1," ",32," ",39.1," ",2.7," ",172," ",50.3," "
"Pomona","Los Angeles Basin","1/5/2020",1500,5,0.01," ",0,771,9.1,21,0.014321886,69.8," ",37," ",42," ",3.2," ",276," ",50.4," "
"Pomona","Los Angeles Basin","1/5/2020",1600,5,0," ",0,363,8.7,19.5555555555556,0.025699952,67.2," ",38," ",41," ",3.7," ",279," ",50.5," "
"Pomona","Los Angeles Basin","1/5/2020",1700,5,0," ",0,119,9.3,17.6666666666667,0.033753146,63.8," ",46," ",42.8," ",2.5," ",285," ",50.7," "
"Pomona","Los Angeles Basin","1/5/2020",1800,5,0,"R",0,2,9.3,13.7222222222222,0.036433252,56.7," ",59," ",42.7," ",1,"I",73," ",50.9," "
"Pomona","Los Angeles Basin","1/5/2020",1900,5,0,"R",0,0,9.6,10.8333333333333,0.036244026,51.5," ",74," ",43.6," ",1,"I",38," ",51," "
"Pomona","Los Angeles Basin","1/5/2020",2000,5,0," ",0,0,9.4,9.22222222222222,0.036318092,48.6," ",81," ",43," ",1.1," ",71," ",51.1," "
"Pomona","Los Angeles Basin","1/5/2020",2100,5,0," ",0,0,9.3,8.72222222222222,0.03547539,47.7," ",82," ",42.6," ",2.1," ",50," ",51.2," "
"Pomona","Los Angeles Basin","1/5/2020",2200,5,0," ",0,0,9.2,7.72222222222222,0.035391716,45.9," ",87," ",42.3," ",1.1," ",58," ",51.3," "
"Pomona","Los Angeles Basin","1/5/2020",2300,5,0," ",0.02,0,9.1,7.11111111111111,0.033249972,44.8," ",90," ",42," ",1.9," ",12," ",51.2," "
"Pomona","Los Angeles Basin","1/5/2020",2400,5,0," ",0,0,8.9,7.16666666666667,0.029366858,44.9," ",88," ",41.5," ",2.2," ",35," ",51.2," "
"Pomona","Los Angeles Basin","1/6/2020",100,6,0," ",0,0,8.2,6,0.029879248,42.8," ",88," ",39.5," ",1.9," ",18," ",51.2," "
"Pomona","Los Angeles Basin","1/6/2020",200,6,0," ",0,0,7.7,5.44444444444444,0.028513406,41.8," ",86," ",37.8," ",1.7," ",49," ",51.1," "
"Pomona","Los Angeles Basin","1/6/2020",300,6,0," ",0,0,7.2,4.55555555555556,0.02722685,40.2," ",85," ",36.2," ",1.9," ",40," ",51," "
"Pomona","Los Angeles Basin","1/6/2020",400,6,0," ",0,0,7,3.88888888888889,0.027484346,39," ",87," ",35.4," ",1.7," ",38," ",50.9," "
"Pomona","Los Angeles Basin","1/6/2020",500,6,0," ",0,0,6.6,3.33333333333333,0.029235242,38," ",85," ",33.8," ",2," ",34," ",50.7," "
"Pomona","Los Angeles Basin","1/6/2020",600,6,0," ",0,0,6.5,3.66666666666667,0.035174898,38.6," ",82," ",33.5," ",2," ",25," ",50.6," "
"Pomona","Los Angeles Basin","1/6/2020",700,6,0," ",0,2,6.4,3.44444444444445,0.042910898,38.2," ",82," ",33.3," ",1.9," ",35," ",50.5," "
"Pomona","Los Angeles Basin","1/6/2020",800,6,0," ",0,130,6.7,3.94444444444445,0.038882038,39.1," ",83," ",34.4," ",1.8," ",42," ",50.3," "
"Pomona","Los Angeles Basin","1/6/2020",900,6,0," ",0,500,9.2,10.7222222222222,0.030194146,51.3," ",71," ",42.3," ",1.5," ",16," ",50.2," "
"Pomona","Los Angeles Basin","1/6/2020",1000,6,0.01," ",0,853,6.2,17.5,0.021300944,63.5," ",31," ",32.4," ",2.3," ",34," ",50.1," "
"Pomona","Los Angeles Basin","1/6/2020",1100,6,0.01," ",0,1112,5.5,20.3888888888889,0.019702868,68.7," ",23," ",29.2," ",2," ",47," ",50," "
"Pomona","Los Angeles Basin","1/6/2020",1200,6,0.01," ",0,1227,5.2,21.8888888888889,0.019241824,71.4," ",20," ",28.1," ",2.1," ",47," ",49.8," "
"Pomona","Los Angeles Basin","1/6/2020",1300,6,0.01," ",0,1247,5.1,23.6666666666667,0.01507777,74.6," ",18," ",27.7," ",2.5," ",189," ",49.8," "
"Pomona","Los Angeles Basin","1/6/2020",1400,6,0.01," ",0,1110,5.5,23.8333333333333,0.016547434,74.9," ",18," ",29.2," ",2.4," ",329," ",49.8," "
"Pomona","Los Angeles Basin","1/6/2020",1500,6,0.01," ",0,851,5.6,24.1111111111111,0.020204058,75.4," ",19," ",30," ",2.9," ",242," ",49.9," "
"Pomona","Los Angeles Basin","1/6/2020",1600,6,0," ",0,501,5.7,23.6111111111111,0.028614618,74.5," ",19," ",30.1," ",2.2," ",291," ",50," "
"Pomona","Los Angeles Basin","1/6/2020",1700,6,0," ",0,151,4.2,21.4444444444444,0.04374129,70.6," ",16," ",22.8," ",2.7," ",74," ",50.1," "
"Pomona","Los Angeles Basin","1/6/2020",1800,6,0," ",0,1,5.7,15.5,0.060772174,59.9," ",32," ",30.2," ",1.9," ",328," ",50.3," "
"Pomona","Los Angeles Basin","1/6/2020",1900,6,0," ",0,0,6.2,12.5555555555556,0.046900886,54.6," ",42," ",32.2," ",1.3," ",23," ",50.5," "
"Pomona","Los Angeles Basin","1/6/2020",2000,6,0," ",0,0,5.3,14,0.045789294,57.2," ",33," ",28.6," ",2.2," ",18," ",50.6," "
"Pomona","Los Angeles Basin","1/6/2020",2100,6,0," ",0,0,5.2,13.0555555555556,0.04222373,55.5," ",34," ",27.8," ",1.7," ",336," ",50.7," "
"Pomona","Los Angeles Basin","1/6/2020",2200,6,0," ",0,0,5,12.3333333333333,0.038327284,54.2," ",35," ",26.9," ",2," ",349," ",50.7," "
"Pomona","Los Angeles Basin","1/6/2020",2300,6,0," ",0,0,4.9,10.7777777777778,0.03569875,51.4," ",38," ",26.5," ",1.9," ",5," ",50.7," "
"Pomona","Los Angeles Basin","1/6/2020",2400,6,0," ",0,0,4.6,11.1111111111111,0.033098182,52," ",35," ",25.2," ",2," ",6," ",50.7," "
"Pomona","Los Angeles Basin","1/7/2020",100,7,0," ",0,0,4.4,12.2222222222222,0.03031169,54," ",31," ",23.8," ",3.5," ",336," ",50.6," "
"Pomona","Los Angeles Basin","1/7/2020",200,7,0," ",0,0,4.2,12.2777777777778,0.028913006,54.1," ",29," ",22.9," ",3.2," ",7," ",50.5," "
"Pomona","Los Angeles Basin","1/7/2020",300,7,0," ",0,0,4.2,11.4444444444444,0.02827906,52.6," ",31," ",23.2," ",3," ",23," ",50.5," "
"Pomona","Los Angeles Basin","1/7/2020",400,7,0," ",0,0,4.3,11.7777777777778,0.028568172,53.2," ",31," ",23.5," ",5.2," ",45," ",50.3," "
"Pomona","Los Angeles Basin","1/7/2020",500,7,0," ",0,0,4.6,9.27777777777778,0.030299156,48.7," ",39," ",25.1," ",3.8," ",70," ",50.2," "
"Pomona","Los Angeles Basin","1/7/2020",600,7,0," ",0,0,4.6,8.94444444444445,0.03551451,48.1," ",40," ",25," ",3," ",83," ",50.1," "
"Pomona","Los Angeles Basin","1/7/2020",700,7,0," ",0,1,4.3,9.61111111111111,0.041266186,49.3," ",36," ",23.7," ",3.2," ",24," ",50," "
"Pomona","Los Angeles Basin","1/7/2020",800,7,0," ",0,131,4.7,10.2222222222222,0.04135562,50.4," ",37," ",25.4," ",3," ",39," ",49.9," "
"Pomona","Los Angeles Basin","1/7/2020",900,7,0," ",0,423,5.4,12.4444444444444,0.032951998,54.4," ",37," ",29," ",2.5," ",76," ",49.9," "
"Pomona","Los Angeles Basin","1/7/2020",1000,7,0.01," ",0,828,5.3,16,0.026134212,60.8," ",29," ",28.7," ",3," ",93," ",49.8," "
"Pomona","Los Angeles Basin","1/7/2020",1100,7,0.01," ",0,877,5.1,17.6666666666667,0.02249594,63.8," ",25," ",27.7," ",4.6," ",63," ",49.7," "
"Pomona","Los Angeles Basin","1/7/2020",1200,7,0.01," ",0,1225,5.3,20.0555555555556,0.020498162,68.1," ",23," ",28.6," ",4.2," ",73," ",49.6," "
"Pomona","Los Angeles Basin","1/7/2020",1300,7,0.01," ",0,922,5.6,21.6111111111111,0.020786966,70.9," ",22," ",29.7," ",3.6," ",87," ",49.6," "
"Pomona","Los Angeles Basin","1/7/2020",1400,7,0.01," ",0,690,5.7,22.3333333333333,0.021804964,72.2," ",21," ",30.3," ",2," ",94," ",49.6," "
"Pomona","Los Angeles Basin","1/7/2020",1500,7,0.01," ",0,980,5.1,24.2222222222222,0.02380094,75.6," ",17," ",27.6," ",1.9," ",86," ",49.7," "
"Pomona","Los Angeles Basin","1/7/2020",1600,7,0," ",0,471,5,24,0.030669954,75.2," ",17," ",27," ",1.4," ",37," ",49.8," "
"Pomona","Los Angeles Basin","1/7/2020",1700,7,0," ",0,113,7.5,19.7222222222222,0.037773278,67.5," ",33," ",37.2," ",1.3," ",277," ",49.9," "
"Pomona","Los Angeles Basin","1/7/2020",1800,7,0," ",0,2,6.7,15.6666666666667,0.04339016,60.2," ",38," ",34.4," ",1.4," ",217," ",50.1," "
"Pomona","Los Angeles Basin","1/7/2020",1900,7,0," ",0,0,7.6,12,0.043016778,53.6," ",54," ",37.4," ",1.1," ",37," ",50.2," "
"Pomona","Los Angeles Basin","1/7/2020",2000,7,0," ",0,0,7.8,9.61111111111111,0.04108745,49.3," ",65," ",38.1," ",1.1," ",40," ",50.4," "
"Pomona","Los Angeles Basin","1/7/2020",2100,7,0," ",0,0,7.7,8.05555555555556,0.03944649,46.5," ",71," ",37.7," ",1.1," ",42," ",50.4," "
"Pomona","Los Angeles Basin","1/7/2020",2200,7,0," ",0,0,7.5,7.22222222222222,0.036786458,45," ",74," ",37.1," ",1.3," ",46," ",50.5," "
"Pomona","Los Angeles Basin","1/7/2020",2300,7,0," ",0,0,7.2,6.11111111111111,0.033457726,43," ",77," ",36.1," ",1.4," ",43," ",50.5," "
"Pomona","Los Angeles Basin","1/7/2020",2400,7,0," ",0,0,7.5,6.16666666666667,0.03016285,43.1," ",79," ",37," ",1.5," ",17," ",50.4," "
"Pomona","Los Angeles Basin","1/8/2020",100,8,0," ",0,0,7.4,5.61111111111111,0.02967335,42.1," ",81," ",36.8," ",1.7," ",29," ",50.4," "
"Pomona","Los Angeles Basin","1/8/2020",200,8,0," ",0,0,7.3,5,0.02819585,41," ",84," ",36.5," ",1.6," ",54," ",50.3," "
"Pomona","Los Angeles Basin","1/8/2020",300,8,0," ",0,0,8.4,6,0.027511966,42.8," ",90," ",40.1," ",1.5," ",64," ",50.1," "
"Pomona","Los Angeles Basin","1/8/2020",400,8,0," ",0.02,0,7.7,4.33333333333333,0.027692312,39.8," ",92," ",37.7," ",1.7," ",66," ",49.7," "
"Pomona","Los Angeles Basin","1/8/2020",500,8,0," ",0,0,7.6,3.94444444444445,0.029430054,39.1," ",93," ",37.4," ",1.4," ",49," ",49.6," "
"Pomona","Los Angeles Basin","1/8/2020",600,8,0," ",0,0,7.8,4.22222222222222,0.034914504,39.6," ",94," ",38.2," ",1.6," ",29," ",49.7," "
"Pomona","Los Angeles Basin","1/8/2020",700,8,0," ",0,2,7.6,5.33333333333333,0.038390166,41.6," ",86," ",37.6," ",3.8," ",12," ",49.7," "
"Pomona","Los Angeles Basin","1/8/2020",800,8,0," ",0,121,7.1,6.38888888888889,0.038472556,43.5," ",74," ",35.8," ",3.8," ",33," ",49.7," "
"Pomona","Los Angeles Basin","1/8/2020",900,8,0," ",0,468,7.4,9.16666666666667,0.031906464,48.5," ",64," ",36.7," ",2.6," ",47," ",49.6," "
"Pomona","Los Angeles Basin","1/8/2020",1000,8,0.01," ",0,814,8.7,12.7777777777778,0.027780356,55," ",59," ",41," ",1.3," ",156," ",49.6," "
"Pomona","Los Angeles Basin","1/8/2020",1100,8,0.01," ",0,1066,10.4,14.0555555555556,0.021841394,57.3," ",65," ",45.6," ",3.8," ",216," ",49.5," "
"Pomona","Los Angeles Basin","1/8/2020",1200,8,0.01," ",0,1210,10.8,14.8888888888889,0.02000685,58.8," ",64," ",46.6," ",4," ",221," ",49.5," "
